listing_no,title,price,location,street_address,erf_size,property_type,list_date,description,listing_url,scraped_at
114582810,Vacant Land / Plot for Sale in Kajiado,KSh 750 000,"Ngong Kajiado County, Kajiado, Kajiado","Ngong Kajiado County, Kajiado",0.12 acres,Vacant Land / Plot,26 June 2024,"-Located only 15 Minutes drive from Ngong town along the Ngong-Kibiko-Suswa tarmac road. The project is 38km from Nairobi CBD via Ngong road. -Graded access roads, perimeter fence, water & electricity in the neighborhood. -The Title deeds are ready and comes with a payment plan of upto 12 Months. - Price includes the Title Deed, Legal Fees and Transfer Charges. - Free Site visit is every Wednesday and Saturday.",https://www.property24.co.ke/vacant-land-plot-for-sale-in-kajiado-114582810,2026-04-09 23:06:41 UTC
114852208,Vacant Land / Plot for Sale in Kajiado,KSh 950 000,"Konza Kajiado County, Kajiado, Kajiado","Konza Kajiado County, Kajiado",0.12 acres,Vacant Land / Plot,27 August 2024,"Ready to build or Invest plots whih are just 150 meters from the Nairobi-Mombasa highway offering you seamless connectivity and accessibility. -The project is very prime and nears Konza City as well as the upcoming Riara University, Science and Technology Campus, making it a great investment. -It comes with. >Graded access roads >Securely fenced >Electricity & water are in the neighborhood --Price covers Title Deed, Stamp duty Transfer Charges and Legal fees. - Ready Title Deeds(Issued within 45 Days) and come with a 12 Months payment plan as well.",https://www.property24.co.ke/vacant-land-plot-for-sale-in-kajiado-114852208,2026-04-09 23:06:52 UTC
116167744,Vacant Land / Plot for Sale in Kibwezi,KSh 350 000,"Kiaoni Primary School Kibwezi - Kitui Rd, Kibwezi, Kibwezi","Kiaoni Primary School Kibwezi - Kitui Rd, Kibwezi",330 033 m²,Vacant Land / Plot,04 July 2025,"Selling Prime 330 Acres touching River Athi in Kibwezi area, in Makueni County good for Large scale farming with clean title asking Ksh 350,000 per acre.",https://www.property24.co.ke/vacant-land-plot-for-sale-in-kibwezi-116167744,2026-04-09 23:06:54 UTC
116946880,Vacant Land / Plot for Sale in Kiambu,KSh 3 200 000,"Kawaida, Kiambu, Kiambu","kawaida, Kiambu",0.04 ha,Vacant Land / Plot,20 February 2026,This is a 40 by 100 plot for sale in kawaida. The plot is 100m from the turmac. Ideal plot for apartment. Has a title.,https://www.property24.co.ke/vacant-land-plot-for-sale-in-kiambu-116946880,2026-04-09 23:07:00 UTC
109686877,Vacant Land / Plot for Sale in Machakos,KSh 750 000,"Kangundo Rd Nairobi, Machakos, Machakos","Kangundo Rd Nairobi, Machakos",0.12 acres,Vacant Land / Plot,26 February 2021,"Serviced (Value Added plots) are strategically located in Malaa(KBC) Centre, just 4.5 km from Kangundo Road. Its ideal for residential purposes as it is only 4.5KM the tarmac( Kagundo Road), Capital gain ( Investment). * The cozy environment is the perfect place for you and your family as you look for a place to settle and call home. *The property comes with value additions of: 1. Well Graded Roads. 2. Perimeter Fence 3. Access Gate 4. Well Beaconed 5. Borehole. *The price is all-inclusive i.e. legal fees, stamp duty and title transfer fees with no hidden charges. We also have payment plans of upto 12 Months.",https://www.property24.co.ke/vacant-land-plot-for-sale-in-machakos-109686877,2026-04-09 23:07:08 UTC
108494859,Vacant Land / Plot for Sale in Thindigua,KSh 120 000 000,"Kiambu Rd Kiambu County, Thindigua, Kiambu","Kiambu Rd Kiambu County, Thindigua",4 046.86 m²,Vacant Land / Plot,26 February 2020,- This commercial 1 acre land for sale in Thindigua off Kiambu road is ideal for commercial or residential development. It is located near Fivestar Paradise (Runda) and Green Zone apartments. - It is ideal for development. - The land is secured by a perimeter wall. - Water and electricity are available. - The access road from the main Kiambu road is a murram road. - The area is rapidly developing due to commercialization hence investors are assured of good returns from their developments. - It is ideal for building residential units. The land is genuine with a clean title deed. - Price is Kshs. 120 million.,https://www.property24.co.ke/vacant-land-plot-for-sale-in-thindigua-108494859,2026-04-09 23:07:35 UTC
110882939,Vacant Land / Plot for Sale in Naivasha,KSh 429 000,"Longonot Nakuru County, Naivasha, Naivasha","Longonot Nakuru County, Naivasha",0.12 acres,Vacant Land / Plot,27 January 2022,"Serviced (Value Added ) plots of 50*100 ideal for residential and commercial purposes for they are 1.5 Km from Naivasha – Mai Mahiu – Nairobi road and near key features like the mega Industrial Park and Freight Exchange Centre ( Naivasha Dry Port) which is are ONLY 11 Km from Naivasha Town and 5 km from Longonot Town. *Its a a virgin land with indigenous trees and from the site, you get to enjoy breathtaking views of Mt. Longonot and Lake Naivasha which are ideal for a family home or investment in Hotel as a tourist destination. The plots have: 1. well graded roads. 2. Perimeter fence. 3. Electricity 4. water on site. The plots have a flexible payment plan of upto 6 months and also a cash offers *The price is all-inclusive i.e. legal fees, stamp duty and title transfer fees with no hidden charges Read more...",https://www.property24.co.ke/vacant-land-plot-for-sale-in-naivasha-110882939,2026-04-09 23:07:36 UTC
115275333,Vacant Land / Plot for Sale in Naivasha,KSh 78 400 000,"Naivasha Nakuru County, Naivasha, Naivasha","Naivasha Nakuru County, Naivasha",211 m²,Vacant Land / Plot,27 November 2024,"A BLOCK OF 112ACRES NEAR DRY PORT AND INDUSTRIAL PARK Charming block of 112 acres located in Naivasha Kedong (near the dry port & industrial park), 23km off Moi South Road and only 7km to Suswa -Narok Road. •The property has stunning views of Mt. Longonot • Ready Freehold title Ideal for: • Further subdivision or Residential Estate • Commercial farming. • Hospitality establishments. • Entertainment facility including sports and relaxation. • Training center/educational facility. Total Asking price per acre 900k (88,400,000)",https://www.property24.co.ke/vacant-land-plot-for-sale-in-naivasha-115275333,2026-04-09 23:07:41 UTC
117075715,,,,,,,,,https://www.property24.co.ke/vacant-land-plot-for-sale-in-kisumu-cbd-117075715,2026-04-09 23:07:50 UTC
115300420,Vacant Land / Plot for Sale in Kitengela,,,,,,,,https://www.property24.co.ke/vacant-land-plot-for-sale-in-kitengela-115300420,2026-04-09 23:07:50 UTC
115503605,Vacant Land / Plot for Sale in Mamboleo,,,,,,,,https://www.property24.co.ke/vacant-land-plot-for-sale-in-mamboleo-115503605,2026-04-09 23:07:57 UTC
112268143,Vacant Land / Plot for Sale in Ngong,KSh 695 000,"Ngong Kajiado County, Ngong, Ngong","Ngong Kajiado County, Ngong",0.12 acres,Vacant Land / Plot,02 February 2023,"-Located only 15 Minutes drive from Ngong town along the Ngong-Kibiko-Suswa tarmac road. The project is 38km from Nairobi CBD via Ngong road. -Graded access roads, perimeter fence, water & electricity in the neighborhood. -The Title deeds are ready and comes with a payment plan of upto 12 Months. - Price includes the Title Deed, Legal Fees and Transfer Charges. - Free Site visit is every Wednesday and Saturday.",https://www.property24.co.ke/vacant-land-plot-for-sale-in-ngong-112268143,2026-04-09 23:26:25 UTC
112310174,,,,,,,,,https://www.property24.co.ke/vacant-land-plot-for-sale-in-kibos-112310174,2026-04-09 23:26:25 UTC
112485706,Vacant Land / Plot for Sale in Kajiado,KSh 750 000,"Ngong Kajiado County, Kajiado, Kajiado","Ngong Kajiado County, Kajiado",0.12 acres,Vacant Land / Plot,28 March 2023,"-Located only 15 Minutes drive from Ngong town along the Ngong-Kibiko-Suswa tarmac road. The project is 38km from Nairobi CBD via Ngong road. -Graded access roads, perimeter fence, water & electricity in the neighborhood. -The Title deeds are ready and comes with a payment plan of upto 12 Months. - Price includes the Title Deed, Legal Fees and Transfer Charges. - Free Site visit is every Wednesday and Saturday.",https://www.property24.co.ke/vacant-land-plot-for-sale-in-kajiado-112485706,2026-04-09 23:26:28 UTC
112672472,Vacant Land / Plot for Sale in Ngong,KSh 750 000,"Ngong Kajiado County, Ngong, Ngong","Ngong Kajiado County, Ngong",0.12 acres,Vacant Land / Plot,17 May 2023,"-Located only 15 Minutes drive from Ngong town along the Ngong-Kibiko-Suswa tarmac road. The project is 38km from Nairobi CBD via Ngong road. -Graded access roads, perimeter fence, water & electricity in the neighborhood. -The Title deeds are ready and comes with a payment plan of upto 12 Months. - Price includes the Title Deed, Legal Fees and Transfer Charges. - Free Site visit is every Wednesday and Saturday.",https://www.property24.co.ke/vacant-land-plot-for-sale-in-ngong-112672472,2026-04-09 23:26:45 UTC
116744166,Vacant Land / Plot for Sale in Riverside,KSh 320 000 000,"Riverside, Riverside, Nairobi","Riverside, Riverside",,Vacant Land / Plot,15 December 2025,"Prime land for redevelopment, strategically positioned touching Riverside Drive near Germany Embassy Nairobi and only minutes from the CBD. Set within a quiet, green environment, the property includes a habitable structure and offers an excellent opportunity for high-rise residential or corporate office development.",https://www.property24.co.ke/vacant-land-plot-for-sale-in-riverside-116744166,2026-04-09 23:26:47 UTC
112996235,Vacant Land / Plot for Sale in Kiambu,KSh 3 199 000,"Juja Kiambu County, Kiambu, Kiambu","Juja Kiambu County, Kiambu",0.12 acres,Vacant Land / Plot,25 July 2023,"- Ready to build plots strategically located only 25 mins drive from Nairobi CBD and 1.5 km from the Thika Superhighway. The project is accessible through private and public means. - This is a ready-to-build project comes with . >Estate gate with a gatehouse > Stone wall perimeter fence > Street lights. >Well-graded access roads. > Piped water. - Its near to amenities such as Juja City Mall, educational institutions(Corner Brook Schoo), hospitals(Kalimoni Mission Hospital) and many recreational facilities. --Price covers Title Deed, Stamp duty Transfer Charges and Legal fees.",https://www.property24.co.ke/vacant-land-plot-for-sale-in-kiambu-112996235,2026-04-09 23:26:57 UTC
116897946,Not Found,KSh 5 000 000,,,,,,,https://www.property24.co.ke/vacant-land-plot-for-sale-in-kitengela-116897946,2026-04-09 23:27:00 UTC
113142683,Vacant Land / Plot for Sale in Juja,KSh 3 199 000,"Juja Kiambu County, Juja, Juja","Juja Kiambu County, Juja",0.12 acres,Vacant Land / Plot,24 August 2023,"- Ready to build plots strategically located only 25 mins drive from Nairobi CBD and 1.5 km from the Thika Superhighway. The project is accessible through private and public means. - This is a ready-to-build project comes with . >Estate gate with a gatehouse > Stone wall perimeter fence > Street lights. >Well-graded access roads. > Piped water. - Its near to amenities such as Juja City Mall, educational institutions(Corner Brook Schoo), hospitals(Kalimoni Mission Hospital) and many recreational facilities. --Price covers Title Deed, Stamp duty Transfer Charges and Legal fees.",https://www.property24.co.ke/vacant-land-plot-for-sale-in-juja-113142683,2026-04-09 23:27:00 UTC
113336496,Vacant Land / Plot for Sale in Kiambu,KSh 3 199 000,"Kiambu Kiambu County, Kiambu, Kiambu","Kiambu Kiambu County, Kiambu",0.12 acres,Vacant Land / Plot,18 September 2023,"- Ready to build plots strategically located only 25 mins drive from Nairobi CBD and 1.5 km from the Thika Superhighway. The project is accessible through private and public means. - This is a ready-to-build project comes with . >Estate gate with a gatehouse > Stone wall perimeter fence > Street lights. >Well-graded access roads. > Piped water. - Its near to amenities such as Juja City Mall, educational institutions(Corner Brook Schoo), hospitals(Kalimoni Mission Hospital) and many recreational facilities. --Price covers Title Deed, Stamp duty Transfer Charges and Legal fees.",https://www.property24.co.ke/vacant-land-plot-for-sale-in-kiambu-113336496,2026-04-09 23:27:02 UTC
117045851,Vacant Land / Plot for Sale in Westlands,KSh 250 000 000,"Nairobi, Westlands",,,Vacant Land / Plot,19 March 2026,0.5 acre of land for sale in Westlands. Prime area. Corner plot. Suitable for apartments. Close to social amenities. Call for viewing.,https://www.property24.co.ke/vacant-land-plot-for-sale-in-westlands-117045851,2026-04-09 23:27:27 UTC
117004342,Vacant Land / Plot for Sale in Parklands,KSh 175 000 000,"Nairobi, Parklands",,0.34 acres,Vacant Land / Plot,09 March 2026,"This exceptional 0.3359 acre piece of land is strategically located in Parklands along Mwambao road off Limuru road, offering unparalleled convenience and accessibility ideal spot for residential development with a view of Muthaiga and Karura forest. With the potential for high-rise apartments, this property promises stunning views of the lush Karura Forest, enhancing the living experience for future residents. The surrounding area boasts a vibrant community and a wealth of amenities, including shopping, dining, and recreational opportunities. This prime location is competitively priced at Kshs 175 million negotiable, providing an excellent investment opportunity in one of Nairobi's most desirable neighborhoods. Don’t miss your chance to develop in this thriving area!",https://www.property24.co.ke/vacant-land-plot-for-sale-in-parklands-117004342,2026-04-09 23:27:34 UTC
